Gesamtgewicht_Kg,Volumen_cbm,Warenwert_in_EUR,Gefahrgut,Startort,Destination,Termin_Destination,Entfernung_in_Km,LCL_LKW,FCL_LKW,Flugzeug,Seeeschiff
6209,5.576,66210,1,3,6,1,2200,0,0,1,0
15155,7.81,155800,1,3,9,1,550,0,1,0,0
136,2.561,4895,1,4,9,0,260,0,1,0,0
6162,4.602,65475,1,5,8,0,650,0,1,0,0
15144.5,7.165,154065,0,2,6,1,2700,0,0,1,0
10673,7.297,110545,1,5,9,0,450,0,1,0,0
15185,7.973,154870,1,3,8,1,1100,0,1,0,0
9149.5,5.559,94075,0,1,7,1,1650,0,0,1,0
4657,4.819,49950,0,5,9,0,450,1,0,0,0
10677.5,7.556,111590,0,1,6,0,2000,0,0,0,1
128.5,2.716,5155,0,2,8,0,900,1,0,0,0
157,2.713,4280,0,4,7,0,1300,0,0,0,1
9205.5,6.1,95735,0,2,7,1,1200,0,1,0,0
1679,4.623,20555,0,2,6,1,2700,0,0,1,0
9259.5,7.523,97945,1,1,9,0,650,0,1,0,0
4628.5,4.802,50225,0,1,6,0,2000,0,0,0,1
4655,4.917,49640,1,4,7,1,1300,0,0,1,0
1691.5,4.244,20455,0,2,9,1,400,1,0,0,0
9227,7.219,96645,1,4,7,1,1300,0,0,1,0
9141.5,5.576,93710,0,3,7,0,1100,0,1,0,0
3212,5.153,37310,1,3,8,1,1100,0,1,0,0
6132.5,4.758,65105,1,3,8,0,1100,0,1,0,0
4642,4.248,48985,0,4,8,0,800,1,0,0,0
9164.5,5.272,94535,0,1,7,0,1650,0,0,0,1
188.5,4.237,6740,1,1,8,0,850,0,1,0,0
10662.5,6.934,110210,1,1,8,1,850,0,1,0,0
3151.5,4.156,35565,0,5,9,1,450,1,0,0,0
3148,3.521,33665,1,4,8,0,800,0,1,0,0
180,3.176,5355,0,4,7,1,1300,0,0,1,0
3213,4.735,35990,0,4,6,1,2500,0,0,1,0
3204,4.011,35340,0,1,9,1,650,1,0,0,0
10662.5,6.84,109120,0,1,8,0,850,0,1,0,0
6212,5.545,65540,0,4,7,1,1300,0,0,1,0
1711.5,4.21,20845,1,4,10,0,12000,0,0,0,1
7687,6.81,80335,1,2,8,1,900,0,1,0,0
3175,4.092,35760,1,5,7,0,1650,0,0,0,1
1621,3.466,20015,0,2,9,1,400,1,0,0,0
9128.5,5.123,94200,1,1,7,1,1650,0,0,1,0
7672,5.329,80270,1,3,9,0,550,0,1,0,0
7675,6.617,81795,1,2,9,1,400,0,1,0,0
4701.5,4.714,49970,1,4,7,0,1300,0,0,0,1
10656.5,6.603,110815,1,3,8,0,1100,0,1,0,0
13676,7.921,140485,1,4,9,1,260,0,1,0,0
10611.5,6.668,108865,0,5,9,1,450,0,1,0,0
6173.5,5.078,65950,1,3,10,0,12000,0,0,0,1
13725,9.088,141890,0,3,7,1,1100,0,1,0,0
15200,8.527,155370,0,3,6,1,2200,0,0,1,0
4666,4.612,50485,0,4,7,1,1300,0,0,1,0
189,3.578,5415,0,3,8,0,1100,1,0,0,0
12107.5,5.701,124290,0,5,6,0,2200,0,0,0,1
1640.5,3.825,18740,0,4,8,0,800,1,0,0,0
15227.5,8.976,157200,0,3,8,0,1100,0,1,0,0
13547,5.975,137375,0,3,8,0,1100,0,1,0,0
1704,4.67,20560,1,3,9,1,550,0,1,0,0
7635,5.626,79935,1,3,9,0,550,0,1,0,0
6138.5,5.126,65200,1,1,10,0,11350,0,0,0,1
3139.5,3.787,35575,1,5,9,1,450,0,1,0,0
1640.5,3.511,19985,0,2,10,1,11000,0,0,1,0
6089,4.058,62595,0,1,6,0,2000,0,0,0,1
9185.5,5.627,94425,0,2,10,0,11000,0,0,0,1
3129.5,3.781,35700,1,2,10,0,11000,0,0,0,1
1673.5,4.372,20745,1,4,9,1,260,0,1,0,0
7737,6.905,81630,0,5,9,0,450,0,1,0,0
215,3.281,5805,0,3,9,1,550,1,0,0,0
9107.5,4.748,93815,1,5,10,1,11400,0,0,1,0
6164,4.565,65200,1,4,6,1,2500,0,0,1,0
6188.5,4.876,65600,1,3,6,0,2200,0,0,0,1
4691,5.218,50035,0,5,6,0,2200,0,0,0,1
12102.5,5.945,124245,0,2,6,1,2700,0,0,1,0
9133.5,5.671,94010,0,5,9,1,450,0,1,0,0
7642.5,5.025,79475,0,4,10,0,12000,0,0,0,1
1715.5,5.312,22320,1,3,9,1,550,0,1,0,0
12134.5,6.644,123510,0,2,7,1,1200,0,1,0,0
186,3.457,5690,1,4,10,1,12000,0,0,1,0
4740.5,5.897,51495,1,5,10,0,11400,0,0,0,1
4734,6.425,51220,1,5,9,1,450,0,1,0,0
15135.5,7.827,155125,0,4,6,0,2500,0,0,0,1
6151,3.974,63900,0,2,10,1,11000,0,0,1,0
7625.5,5.573,78880,0,3,7,1,1100,0,1,0,0
12233,7.965,127110,1,1,6,1,2000,0,0,1,0
7675,5.704,80380,0,5,8,0,650,0,1,0,0
10622,6.194,110230,0,1,10,1,11350,0,0,1,0
3246,5.383,37335,1,2,6,0,2700,0,0,0,1
1585,2.544,18375,0,2,8,1,900,1,0,0,0
1731.5,5.16,21560,1,3,7,0,1100,0,1,0,0
13674,8.307,141020,0,5,7,0,1650,0,0,0,1
1662.5,4.075,20490,1,3,10,1,12000,0,0,1,0
13626.5,7.05,138375,0,5,8,1,650,0,1,0,0
125.5,2.297,4705,0,2,9,1,400,1,0,0,0
1702,4.667,20125,1,2,8,1,900,0,1,0,0
1627,3.271,18800,0,4,8,1,800,1,0,0,0
10641.5,6.33,108540,0,5,6,0,2200,0,0,0,1
12115.5,6.174,123550,0,2,7,1,1200,0,1,0,0
1707,5.417,21650,0,3,10,1,12000,0,0,1,0
15126,7.387,154340,0,2,7,1,1200,0,1,0,0
3119.5,3.416,35240,0,2,6,0,2700,0,0,0,1
13692,8.26,140485,1,1,6,1,2000,0,0,1,0
9244.5,6.982,96645,1,4,6,1,2500,0,0,1,0
10669.5,7.344,109750,0,3,10,0,12000,0,0,0,1
3095.5,3.243,34665,0,1,9,1,650,1,0,0,0
7687,5.215,78700,1,5,7,1,1650,0,0,1,0
7715,6.739,80855,0,3,9,1,550,0,1,0,0
12145,5.847,123425,0,1,10,0,11350,0,0,0,1
132,2.385,4300,1,4,10,1,12000,0,0,1,0
9203,6.738,96775,1,2,9,1,400,0,1,0,0
134.5,2.757,5255,0,1,6,0,2000,0,0,0,1
13733,8.334,140945,1,3,6,1,2200,0,0,1,0
10667,6.972,111460,1,5,10,0,11400,0,0,0,1
3176.5,4.47,35820,1,3,7,0,1100,0,1,0,0
9188,5.289,94995,0,4,8,1,800,0,1,0,0
9170.5,5.583,94640,0,2,9,0,400,0,1,0,0
7657.5,5.545,80915,0,1,10,1,11350,0,0,1,0
9190,7.083,97210,1,5,10,1,11400,0,0,1,0
7599.5,4.876,78950,1,4,8,0,800,0,1,0,0
3139,3.466,34950,1,2,8,0,900,0,1,0,0
15037,5.749,151840,0,5,8,1,650,0,1,0,0
6129,4.443,65145,0,1,8,1,850,1,0,0,0
4617.5,4.524,49945,0,5,6,0,2200,0,0,0,1
3187,5.187,36585,1,3,6,1,2200,0,0,1,0
12125,6.661,125070,0,5,6,1,2200,0,0,1,0
10649,6.972,110700,1,3,7,1,1100,0,1,0,0
3115,3.237,34425,1,3,9,1,550,0,1,0,0
165.5,2.838,4465,0,2,6,1,2700,0,0,1,0
7599.5,4.927,78790,0,3,8,1,1100,1,0,0,0
3206,4.991,36285,1,1,8,1,850,0,1,0,0
1680.5,3.781,19705,1,3,9,0,550,0,1,0,0
6207.5,5.376,65750,1,2,9,1,400,0,1,0,0
15200,9.02,157140,0,1,10,0,11350,0,0,0,1
4694,5.055,50465,0,5,8,0,650,1,0,0,0
3157.5,4.433,36185,0,3,9,0,550,1,0,0,0
9055.5,3.91,92450,0,3,7,1,1100,0,1,0,0
3114,3.278,34130,0,1,7,1,1650,0,0,1,0
4696,5.687,51600,1,5,9,1,450,0,1,0,0
13667.5,8.486,141170,0,2,6,1,2700,0,0,1,0
6226,5.698,65510,1,2,6,1,2700,0,0,1,0
15114.5,7.029,154520,0,2,6,1,2700,0,0,1,0
13619.5,7.121,139870,1,4,9,0,260,0,1,0,0
6113.5,3.846,62900,0,5,10,0,11400,0,0,0,1
9235,6.89,96920,0,3,10,0,12000,0,0,0,1
9116,5.386,95500,0,1,7,0,1650,0,0,0,1
1660.5,4.217,19740,0,2,10,1,11000,0,0,1,0
3193,4.727,35850,1,4,10,0,12000,0,0,0,1
7709.5,6.012,80240,1,3,9,0,550,0,1,0,0
188,3.098,5290,1,5,6,1,2200,0,0,1,0
4678.5,5.569,51535,0,3,9,0,550,1,0,0,0
15186.5,8.094,155990,1,4,7,0,1300,0,0,0,1
12183.5,6.965,125615,1,3,8,0,1100,0,1,0,0
1624,3.511,19700,1,2,6,1,2700,0,0,1,0
13643.5,7.614,140605,0,2,10,0,11000,0,0,0,1
1637.5,3.507,18800,1,4,9,1,260,0,1,0,0
7682.5,6.401,80170,1,3,10,0,12000,0,0,0,1
4634.5,4.556,48565,0,1,10,0,11350,0,0,0,1
4682,5.295,50000,0,2,6,0,2700,0,0,0,1
4686.5,5.231,51155,1,4,7,0,1300,0,0,0,1
3065.5,2.088,32725,0,5,8,0,650,1,0,0,0
181,3.354,6330,1,3,7,1,1100,0,1,0,0
1731.5,5.083,20955,0,1,8,0,850,1,0,0,0
15158.5,7.33,154640,1,4,10,1,12000,0,0,1,0
7556,4.258,77320,0,5,9,1,450,1,0,0,0
9168.5,5.876,95670,1,4,8,1,800,0,1,0,0
3217.5,5.146,37285,1,1,8,0,850,0,1,0,0
6077,3.163,62225,0,1,6,1,2000,0,0,1,0
7704.5,6.853,82040,1,4,9,1,260,0,1,0,0
1697,4.051,21270,1,5,6,1,2200,0,0,1,0
9190.5,6.488,96370,1,5,8,1,650,0,1,0,0
10724.5,7.638,111435,1,2,8,1,900,0,1,0,0
10577,5.502,107540,0,2,10,1,11000,0,0,1,0
9108.5,5.018,94000,1,2,6,0,2700,0,0,0,1
6098,4.224,64495,0,1,6,1,2000,0,0,1,0
4725,6.12,51375,1,3,6,1,2200,0,0,1,0
4575,3.551,48715,0,4,10,0,12000,0,0,0,1
6212.5,4.944,64960,1,2,10,1,11000,0,0,1,0
15161.5,7.762,156235,0,2,8,1,900,0,1,0,0
144,3.125,5250,1,3,7,0,1100,0,1,0,0
1600.5,2.831,19160,1,2,7,0,1200,0,1,0,0
6143,4.393,64020,0,2,10,1,11000,0,0,1,0
4640.5,4.207,49090,0,2,6,0,2700,0,0,0,1
163.5,3.338,4845,0,2,8,1,900,1,0,0,0
3236.5,5.001,37125,1,4,7,1,1300,0,0,1,0
7702,5.681,80105,1,2,8,0,900,0,1,0,0
6151,5.515,66615,0,2,8,0,900,1,0,0,0
4615.5,4.193,49185,1,4,6,0,2500,0,0,0,1
10676.5,7.516,110325,1,2,9,0,400,0,1,0,0
182.5,3.605,5935,1,5,8,1,650,0,1,0,0
157.5,2.925,5260,0,2,6,0,2700,0,0,0,1
15119,6.976,154100,0,3,10,0,12000,0,0,0,1
12218,6.965,125960,1,1,7,1,1650,0,0,1,0
204.5,3.652,6830,1,1,7,0,1650,0,0,0,1
13741.5,8.544,141515,1,2,7,1,1200,0,1,0,0
6233.5,5.86,66380,1,4,10,1,12000,0,0,1,0
4668,4.636,51000,1,3,9,1,550,0,1,0,0
3087.5,2.615,32620,0,1,6,0,2000,0,0,0,1
6247.5,5.799,67120,1,4,6,0,2500,0,0,0,1
12095,5.806,123285,1,5,6,0,2200,0,0,0,1
15150.5,7.692,155645,1,1,10,1,11350,0,0,1,0
15118.5,7.371,154300,0,1,9,0,650,0,1,0,0
9199.5,6.33,95445,1,1,8,1,850,0,1,0,0
15103.5,6.668,154325,1,2,8,0,900,0,1,0,0
4701.5,5.988,52270,1,3,7,1,1100,0,1,0,0
4682.5,5.356,50005,0,3,7,1,1100,1,0,0,0
9120.5,5.305,94430,0,5,6,0,2200,0,0,0,1
6232,6.022,66435,0,4,9,1,260,1,0,0,0
6111.5,4.092,63895,0,2,10,1,11000,0,0,1,0
7651.5,5.555,80165,1,2,10,1,11000,0,0,1,0
10584,5.539,108075,0,5,8,0,650,0,1,0,0
1683.5,4.092,19610,0,3,8,0,1100,1,0,0,0
7623,5.113,78915,1,1,6,1,2000,0,0,1,0
4695,5.174,50105,0,4,6,0,2500,0,0,0,1
9187,6.586,97075,1,4,10,0,12000,0,0,0,1
4641,4.528,50010,0,4,9,1,260,1,0,0,0
12137,6.786,125305,0,5,6,0,2200,0,0,0,1
9089,4.589,93870,0,2,8,0,900,0,1,0,0
13725,8.814,141200,1,2,8,0,900,0,1,0,0
3196.5,4.325,35550,0,2,7,0,1200,1,0,0,0
4689.5,5.603,51245,1,2,9,0,400,0,1,0,0
6165,4.897,64880,0,3,6,1,2200,0,0,1,0
213.5,3.858,6055,0,2,10,1,11000,0,0,1,0
3240,5.376,36810,1,5,9,1,450,0,1,0,0
1670.5,4.274,20945,0,1,6,1,2000,0,0,1,0
175.5,3.358,6230,1,5,10,0,11400,0,0,0,1
15205.5,7.655,155690,1,1,10,0,11350,0,0,0,1
3093,3.098,33905,0,3,8,1,1100,1,0,0,0
9175.5,6.228,96855,1,5,8,1,650,0,1,0,0
13616,6.904,138310,1,4,10,1,12000,0,0,1,0
6230,5.431,65610,1,3,6,0,2200,0,0,0,1
9221,6.678,96330,0,4,6,0,2500,0,0,0,1
15169.5,9.037,156240,1,1,8,1,850,0,1,0,0
15166.5,7.854,154595,1,1,8,1,850,0,1,0,0
6098,3.872,64050,1,1,9,1,650,0,1,0,0
7662,6.049,80925,1,3,8,1,1100,0,1,0,0
4660,3.944,48465,0,2,7,0,1200,1,0,0,0
1604,3.017,19565,0,1,7,0,1650,0,0,0,1
10687.5,7.884,111230,0,3,6,1,2200,0,0,1,0
15210,9.358,157165,0,2,10,0,11000,0,0,0,1
9228,7.452,96635,1,4,10,0,12000,0,0,0,1
6177.5,4.846,65135,1,1,8,1,850,0,1,0,0
4749.5,6.12,52035,1,3,7,0,1100,0,1,0,0
154.5,2.706,4745,0,2,10,0,11000,0,0,0,1
1761.5,5.42,22575,0,2,6,1,2700,0,0,1,0
9153.5,6.175,94225,0,1,10,1,11350,0,0,1,0
192.5,3.598,5560,1,1,8,0,850,0,1,0,0
6176,5.832,65935,1,3,10,1,12000,0,0,1,0
141.5,2.973,5170,1,2,10,1,11000,0,0,1,0
6187,5.67,66770,1,3,10,1,12000,0,0,1,0
15127.5,7.564,154315,1,1,8,1,850,0,1,0,0
12188,7.503,124685,1,2,9,0,400,0,1,0,0
6197.5,4.802,64860,0,1,8,1,850,1,0,0,0
9140.5,5.707,94310,1,1,10,0,11350,0,0,0,1
15124.5,7.817,154480,0,2,10,0,11000,0,0,0,1
1584,2.778,18400,0,4,6,0,2500,0,0,0,1
3187,4.832,36055,0,1,7,0,1650,0,0,0,1
12180.5,6.718,125750,1,5,7,0,1650,0,0,0,1
1687,4.258,20325,0,5,6,0,2200,0,0,0,1
13693.5,8.331,140855,0,4,9,0,260,0,1,0,0
3175,4.656,35110,1,2,10,0,11000,0,0,0,1
1710.5,4.616,20840,0,4,6,0,2500,0,0,0,1
12173,6.84,124950,1,4,8,1,800,0,1,0,0
3238,5.133,36800,1,2,9,1,400,0,1,0,0
12159,7.107,124525,0,3,9,0,550,0,1,0,0
12175.5,6.84,125015,0,4,9,0,260,0,1,0,0
9156.5,6.242,95350,0,1,7,1,1650,0,0,1,0
6207,5.322,65775,1,4,6,1,2500,0,0,1,0
9138,5.359,94885,0,2,9,0,400,0,1,0,0
9105,5.137,93415,0,5,6,0,2200,0,0,0,1
153,2.51,4410,1,5,7,0,1650,0,0,0,1
15132,7.81,155455,1,1,10,1,11350,0,0,1,0
12233,7.27,125800,1,2,8,0,900,0,1,0,0
1568,2.48,17745,0,4,6,1,2500,0,0,1,0
4642,4.623,50120,0,3,9,1,550,1,0,0,0
15184,8.757,155790,0,2,8,1,900,0,1,0,0
7641.5,5.366,79910,0,1,9,0,650,0,1,0,0
15141.5,7.503,154580,0,2,6,0,2700,0,0,0,1
6146.5,4.825,64300,0,4,10,1,12000,0,0,1,0
13731,9.26,142795,1,3,9,0,550,0,1,0,0
12141.5,6.539,123700,1,5,8,1,650,0,1,0,0
3192,3.832,34400,0,5,9,1,450,1,0,0,0
10688,7.672,110430,0,4,10,0,12000,0,0,0,1
15224.5,8.75,156480,0,2,7,0,1200,0,1,0,0
176,2.865,4745,1,4,8,0,800,0,1,0,0
9143.5,5.735,94505,0,3,9,0,550,0,1,0,0
13654.5,8.115,139540,0,2,6,0,2700,0,0,0,1
6152.5,4.454,64275,0,2,7,1,1200,1,0,0,0
10685.5,7.364,111120,1,1,7,1,1650,0,0,1,0
4688,6.177,52385,1,4,9,0,260,0,1,0,0
7611,5.072,78280,0,2,8,0,900,0,1,0,0
7671.5,6.911,81755,1,1,9,1,650,0,1,0,0
65.5,1.52,1780,0,4,9,1,260,1,0,0,0
7624,5.191,78160,0,1,9,0,650,0,1,0,0
132.5,2.196,3630,0,3,10,0,12000,0,0,0,1
7635.5,5.431,79340,0,3,6,0,2200,0,0,0,1
13603.5,6.803,139055,0,4,8,1,800,0,1,0,0
166,2.409,3900,0,2,6,0,2700,0,0,0,1
12223,7.888,126015,1,5,8,0,650,0,1,0,0
4672.5,5.542,50865,0,2,6,1,2700,0,0,1,0
15141.5,7.398,155175,0,5,7,0,1650,0,0,0,1
12089.5,5.728,123170,1,5,9,1,450,0,1,0,0
12145,6.678,123760,1,2,9,0,400,0,1,0,0
4631,4.681,49800,0,3,10,1,12000,0,0,1,0
6137,4.978,64015,0,1,10,1,11350,0,0,1,0
131,2.31,4975,0,5,8,1,650,1,0,0,0
7713.5,6.336,80900,1,3,7,0,1100,0,1,0,0
15166,8.462,156860,1,1,10,0,11350,0,0,0,1
9196.5,6.113,95825,0,3,6,0,2200,0,0,0,1
187,2.865,5035,0,2,10,0,11000,0,0,0,1
15136.5,7.28,154455,0,3,9,1,550,0,1,0,0
12138,6.911,125340,0,3,10,0,12000,0,0,0,1
6243,6.498,67900,1,1,8,1,850,0,1,0,0
4683.5,5.88,51205,0,5,6,1,2200,0,0,1,0
4705,6.55,50620,1,5,7,0,1650,0,0,0,1
10642,6.857,110320,0,3,6,0,2200,0,0,0,1
6140,4.643,63940,0,2,10,0,11000,0,0,0,1
4718.5,5.552,51150,1,4,7,0,1300,0,0,0,1
6201.5,5.826,65400,0,1,8,1,850,1,0,0,0
1673.5,4.048,20840,0,1,6,0,2000,0,0,0,1
15194,7.909,155005,0,1,10,0,11350,0,0,0,1
4666,4.086,48675,1,1,9,0,650,0,1,0,0
10675.5,6.863,111065,1,4,7,1,1300,0,0,1,0
169.5,2.855,3890,0,2,8,1,900,1,0,0,0
217,3.642,6230,1,1,6,1,2000,0,0,1,0
4668,5.15,50400,1,1,7,0,1650,0,0,0,1
1654.5,4.305,19975,0,4,9,0,260,1,0,0,0
13692.5,8.306,142095,1,1,7,1,1650,0,0,1,0
1738,4.687,21220,1,4,8,0,800,0,1,0,0
6095.5,3.859,63440,0,5,6,1,2200,0,0,1,0
9212.5,7.127,96870,1,2,6,0,2700,0,0,0,1
10613,5.772,108750,0,2,6,0,2700,0,0,0,1
9085.5,3.998,93110,0,4,7,0,1300,0,0,0,1
9146.5,5.728,93850,0,1,9,1,650,0,1,0,0
151,2.51,4100,0,1,9,0,650,1,0,0,0
3125,3.618,35830,0,2,6,1,2700,0,0,1,0
7678.5,6.083,80705,0,3,9,0,550,0,1,0,0
4633.5,4.542,49265,0,2,8,1,900,1,0,0,0
3220.5,4.595,37090,0,2,10,1,11000,0,0,1,0
1647,3.862,20395,0,2,6,0,2700,0,0,0,1
3146,3.875,34980,0,3,9,1,550,1,0,0,0
6111,3.896,63315,0,3,9,1,550,1,0,0,0
6244,6.049,67005,1,5,9,0,450,0,1,0,0
6213.5,6.069,66760,1,5,10,1,11400,0,0,1,0
1677.5,4.589,20930,0,3,10,0,12000,0,0,0,1
12226,7.398,126310,0,2,6,1,2700,0,0,1,0
9191,6.134,95230,0,3,7,0,1100,0,1,0,0
13618.5,7.378,139630,0,1,7,0,1650,0,0,0,1
3236,4.386,35945,1,3,8,1,1100,0,1,0,0
10706.5,7.249,110800,1,2,7,1,1200,0,1,0,0
1611.5,3.869,18680,0,3,9,1,550,1,0,0,0
12148.5,7.08,125305,0,5,7,0,1650,0,0,0,1
9247,7.323,97545,1,5,8,1,650,0,1,0,0
4748,6.282,51985,1,4,10,0,12000,0,0,0,1
3216.5,4.818,36310,1,2,7,0,1200,0,1,0,0
7632,5.69,80155,0,1,6,1,2000,0,0,1,0
10709.5,7.888,110925,0,2,7,1,1200,0,1,0,0
7750,6.475,81275,1,1,6,1,2000,0,0,1,0
9124,5.16,94410,1,2,6,0,2700,0,0,0,1
10680.5,7.148,110690,0,1,9,1,650,0,1,0,0
6198.5,5.806,65110,1,3,8,0,1100,0,1,0,0
10626.5,5.907,109060,0,1,9,0,650,0,1,0,0
4650.5,5.018,50650,1,1,8,1,850,0,1,0,0
4701.5,6.059,51405,1,4,7,1,1300,0,0,1,0
6136,4.116,63330,0,3,10,1,12000,0,0,1,0
3235.5,5.333,36570,1,2,8,1,900,0,1,0,0
7634,5.87,79695,1,3,10,1,12000,0,0,1,0
1596,3.395,19765,0,1,6,1,2000,0,0,1,0
12138,6.803,125070,1,3,7,0,1100,0,1,0,0
3127,3.788,34395,1,2,8,1,900,0,1,0,0
1759.5,5.447,22945,1,2,6,1,2700,0,0,1,0
13636.5,7.658,140515,0,5,10,1,11400,0,0,1,0
10685,6.455,109725,0,3,7,0,1100,0,1,0,0
10729.5,7.726,111295,1,5,7,0,1650,0,0,0,1
10722,7.225,110775,1,5,7,0,1650,0,0,0,1
13698,8.516,141220,1,2,10,1,11000,0,0,1,0
13683.5,7.432,140130,1,3,7,1,1100,0,1,0,0
4676,5.734,51950,1,5,10,1,11400,0,0,1,0
7712,6.992,81865,0,5,6,1,2200,0,0,1,0
1719,4.687,21370,1,4,10,0,12000,0,0,0,1
6142,4.494,64800,0,1,8,1,850,1,0,0,0
4696,5.234,50635,1,4,7,0,1300,0,0,0,1
7711.5,5.789,80320,1,3,7,1,1100,0,1,0,0
4675.5,5.214,50960,1,3,6,1,2200,0,0,1,0
135,3.088,4840,0,4,7,1,1300,0,0,1,0
6226,5.106,66100,1,3,9,0,550,0,1,0,0
15255.5,9.585,157445,1,5,9,0,450,0,1,0,0
3155.5,4.291,36115,1,1,8,1,850,0,1,0,0
13680,7.459,138700,1,1,7,1,1650,0,0,1,0
7753.5,7.208,82310,1,4,8,1,800,0,1,0,0
3092,2.733,33725,1,3,8,1,1100,0,1,0,0
10628,6.624,110170,0,5,6,0,2200,0,0,0,1
232,3.534,6595,1,4,6,0,2500,0,0,0,1
10709,7.357,110505,0,3,6,0,2200,0,0,0,1
9106.5,4.65,93975,1,3,7,1,1100,0,1,0,0
1684,4.335,20710,0,3,7,0,1100,1,0,0,0
10691,7.27,110600,0,4,10,0,12000,0,0,0,1
1672.5,4.274,20210,1,3,10,1,12000,0,0,1,0
7719,7.238,82125,1,4,6,1,2500,0,0,1,0
4675.5,5.653,51685,1,5,6,1,2200,0,0,1,0
12232.5,7.986,125935,1,4,6,1,2500,0,0,1,0
12207,7.03,125650,0,1,7,0,1650,0,0,0,1
7656,6.411,79755,0,5,7,0,1650,0,0,0,1
9154,5.387,93785,1,5,9,1,450,0,1,0,0
6157.5,4.764,65700,0,2,10,1,11000,0,0,1,0
4674.5,5.109,50325,1,5,9,0,450,0,1,0,0
4618,4.292,47990,0,3,10,0,12000,0,0,0,1
4631.5,4.974,49715,0,4,9,0,260,1,0,0,0
3170.5,4.001,34280,0,1,7,0,1650,0,0,0,1
12241,8.121,127145,1,1,7,0,1650,0,0,0,1
13654,7.915,140795,0,5,8,0,650,0,1,0,0
15120,6.695,153910,1,4,8,1,800,0,1,0,0
13682,7.959,140035,1,1,7,1,1650,0,0,1,0
7711.5,6.553,81010,0,1,6,0,2000,0,0,0,1
7608.5,5.465,78430,0,1,8,0,850,1,0,0,0
6212,5.671,65475,1,4,7,1,1300,0,0,1,0
10752.5,8.354,112695,1,5,10,1,11400,0,0,1,0
3128,3.727,33315,0,4,10,1,12000,0,0,1,0
6104.5,3.798,63070,1,3,8,1,1100,0,1,0,0
9137.5,5.633,94610,1,2,6,1,2700,0,0,1,0
15122,7.334,154660,1,1,6,0,2000,0,0,0,1
15176,8.277,155120,0,4,7,1,1300,0,0,1,0
128,2.101,3575,1,5,6,0,2200,0,0,0,1
10716,7.921,113255,1,1,8,0,850,0,1,0,0
6172.5,5.191,65180,1,2,7,0,1200,0,1,0,0
12141.5,7.161,125655,0,3,9,0,550,0,1,0,0
92.5,2.213,4020,0,3,10,1,12000,0,0,1,0
9203,6.029,95285,0,5,6,0,2200,0,0,0,1
13693,7.945,140945,1,3,6,1,2200,0,0,1,0
7657,6.276,79630,0,1,10,0,11350,0,0,0,1
4701,5.153,50700,1,2,10,0,11000,0,0,0,1
9143.5,5.948,94775,1,1,6,0,2000,0,0,0,1
15164,6.797,153650,0,1,6,0,2000,0,0,0,1
4649,4.883,50515,0,3,7,0,1100,1,0,0,0
1682.5,4.224,20275,0,4,6,0,2500,0,0,0,1
12230.5,7.709,126305,1,5,6,1,2200,0,0,1,0
13686,8.203,140555,1,5,6,1,2200,0,0,1,0
10657,6.782,111130,0,2,8,0,900,0,1,0,0
1709.5,4.075,20675,1,2,10,0,11000,0,0,0,1
3193.5,3.781,35320,1,2,9,1,400,0,1,0,0
15205,8.013,155270,0,1,10,1,11350,0,0,1,0
7685,6.124,79660,0,1,9,1,650,0,1,0,0
7659,5.877,79700,0,1,10,1,11350,0,0,1,0
3081,2.365,33275,0,2,10,0,11000,0,0,0,1
6146,4.937,64985,0,5,10,0,11400,0,0,0,1
15213,7.895,155380,0,1,10,1,11350,0,0,1,0
6207,5.079,65050,1,4,6,1,2500,0,0,1,0
1655,3.761,19825,0,3,6,0,2200,0,0,0,1
7745.5,7.496,82320,1,3,9,1,550,0,1,0,0
9165,5.93,95325,1,2,10,1,11000,0,0,1,0
12174.5,6.597,123885,0,4,7,1,1300,0,0,1,0
9226.5,7.243,95625,1,3,7,0,1100,0,1,0,0
6178.5,5.556,66845,1,1,8,0,850,0,1,0,0
9135,5.079,94100,1,4,6,0,2500,0,0,0,1
6132,4.038,64005,0,5,6,1,2200,0,0,1,0
6146,4.187,63470,0,1,6,1,2000,0,0,1,0
15190,8.213,155135,0,4,9,0,260,0,1,0,0
9089.5,4.633,93685,0,1,6,1,2000,0,0,1,0
10621,6.103,108525,0,2,9,0,400,0,1,0,0
6206,5.282,65850,0,3,7,1,1100,1,0,0,0
6093,3.734,63230,0,2,10,0,11000,0,0,0,1
15179,7.884,155615,1,3,6,0,2200,0,0,0,1
7700.5,6.465,80415,0,3,7,1,1100,0,1,0,0
3164,4.22,35120,0,5,7,1,1650,0,0,1,0
178.5,3.344,5825,1,3,6,1,2200,0,0,1,0
12176.5,6.178,124305,0,1,6,0,2000,0,0,0,1
4745,6.928,52310,1,2,6,1,2700,0,0,1,0
1678,3.991,20505,0,3,7,1,1100,1,0,0,0
7682,6.911,80205,0,4,8,1,800,0,1,0,0
10672.5,6.874,110700,0,4,10,1,12000,0,0,1,0
9213.5,6.042,96190,1,5,6,1,2200,0,0,1,0
7740.5,7.834,82045,1,2,8,0,900,0,1,0,0
6180.5,5.478,65575,0,2,8,1,900,1,0,0,0
1711.5,4.298,20625,1,5,9,1,450,0,1,0,0
6092,3.7,63225,0,1,8,0,850,1,0,0,0
4589.5,3.582,48025,1,2,10,0,11000,0,0,0,1
